 January 2023,5,Lovely Riad in a great location,"This was a lovely Riad in a great spot. Although we had a medical emergency the staff were able to assist us in dealing with it. The facilities were great, but don't expect a five star European style hotel. It is totally Moroccan. The terrace breakfasts are not to be missed.",hotelName,city
 December 2013,5,Excellent Riad,We thoroughly enjoyed our stay in this charming Riad within the medina. The rooms were authentically decorated and spotless. And there was plenty of hot water in the shower! The staff were friendly and welcoming. The breakfast upstairs near the terrace was delicious. I highly recommend this Riad.,Dar_El_Kebira,Rabat
 November 2013,5,Wonderful Moroccan experience!,"Earlier this month, my friends and I went for a two week tour across Morocco. We visited several cities and one of our favorite stays was at this beautiful Riad in the medina in Rabat. The entire experience was top notch. The traditional Moroccan architecture just blew us away, and the terrace view of the city was spectacular. The staff was very warm, welcoming and made us feel right at home. The manager Amina, was extremely friendly and tended to our every need with a smile! Amina was also very knowledgeable about the city and had excellent entertainment recommendations for us while we were in town. The restaurant had a wonderful ambiance and served up delicious traditional Moroccan dishes. The rooms were very clean and luxurious and the comfortable beds were the perfect end…",Dar_El_Kebira,Rabat
 October 2013,3,Moroccan experience with terrible breakfast,"We stayed in this hotel as it had a higher favorable rating from fellow travelers as compared to other hotels in Rabat. As all Riads, this one is also one of the old buildings converted into hotels inside one of alleys in the Medina. While getting in and out is not a problem expect some filth leading to the hotel door step. The rooms are Ok for the value. One might be wowed if it is your first time in Morocco but then the decors and the colors are Moroccan specialty anyway and you will find it everywhere. Do not expect much on your breakfast. The Moroccan pancakes are drenched in fat, yogurt and the plain omelets undercooked. The only good thing on breakfast was fresh fruit juice. Overall it was OK not great for both comfort and Moroccan hospitality. Staffs are friendly and…",Dar_El_Kebira,Rabat
 October 2013,5,Just beautiful!,"We were a group of 10 friends from Italy and stayed there for 1 night on 04 October. We were very pleasantly surprised by the welcome we received, the decor and serene beauty of the place, the professionalism, courtesy and efficiency of the staff. The rooms were comfortable, lavishly decorated and very clean. We had an aperitif in the roof terrace, a superb dinner in the patio with impeccable service from the well-trained staff and then an equally good breakfast again in the roof terrace. We were generally looked after by Yessir, who speaks very fluent English and is very helpful and efficient. It is located in the Medina but at the same time near enough to the sea front. After dinner, we took a stroll in the Medina which is smaller than, for instance, the ones in Fez and…",Dar_El_Kebira,Rabat
 October 2013,5,Feel like home,"In one word, the best. Located in the heart of the city, everything is quite reachable through many transport means. I loved the architecture and the design, very unique. Besides, staff are friendly and polite which makes my stay very enjoyable. Rooms are clean, and the bed very comfy. All of this for a good price.",Dar_El_Kebira,Rabat
 September 2013,4,Elegant traditional riad,"This one will not disappoint you! Elegant,well run, friendly staff, good food, pleasant roof top terrace for breakfast,,,,,and Rabat was a real surprise! Don't miss a visit to the ruins of Chellah....small, but very interesting.",Dar_El_Kebira,Rabat
 October 2013,4,A beautiful traditional Riad,"Tucked away in the Medina, you are in the heart of old Rabat. We arrived at Casablanca Airport and the Riad had kindly organised for a taxi to pick us up, which we were really grateful for as it was a late flight in too late for the train. Arriving at midnight we were whisked up to our room and told not to worry about checking in until the morning. It was a beautiful room, with everything you could need. It was lovely hearing the call to prayer each morning too. The only downside of staying in such a beautiful building is that the doors clank and you wake up early to others moving about the building but it certainly didn't spoil anything. Breakfast on the roof terrace with blue skies was a great start to the day and was very tasty too. We even braved a Hammam which was lovely.…",Dar_El_Kebira,Rabat
 October 2013,4,Good quality accommodation,"We stayed a night here and we pleased with our room. Although a bit dark, the bed was very comfortable, and the wifi worked well. We eat out that evening at Le dhow. We would have eaten in but when we asked for the menu at 14.30 we were told it was too late to order most of the items including brochettes. That left a very limited choice. Strange that they were disinterested in having a party of 5 eat in. Breakfast was fine but be aware that English is not well understood. We asked for 3 scrambled eggs and one fried egg and got 3 boiled eggs and an omelette! It would have been better for them to have said say that they didn't understand. Even in French we had problems.",Dar_El_Kebira,Rabat
 October 2013,1,Don't come here hungry.,I wish the restaurant lived up to the beauty of the riad. We were looking forward to a relaxing Moroccan dinner in the riad after being told they had a Moroccan kitchen and served dinner starting at 7:30 pm. Imagine our surprise when we went to eat and found almost every item on the menu was not available. No couscous that day (huh? isn't that in *every* Moroccan restaurant?). We ended up with 3 oily dishes of unrecognizable vegetables and a tagine of more vegetables-- soggy and floating in oil. To say the meal was horrible is an understatement. It was only after we complained about the lack of choices that the hotelier told us we needed to have ordered our dinner before 3:00 pm. How could we have ordered at 3:00 when we arrived at 4:30? We were pretty surprised to see a…,Dar_El_Kebira,Rabat
 September 2013,4,Small. It cosy,"Our riad in Rabat was beautiful. It is in a great spot for wandering to the medina. It is very neat and clean. Unfortunately, two women travelling together seem to accumulate a lot of luggage and the room was so small we had nowhere to put our luggage. After a bit of furniture being shuffled around and a few giggles we somehow managed to get things organised. My girlfriend then collapsed on the bed and we realised that the beds were so narrow that we might end up on the floor during the night. However, it was a lovely clean room with a small bathroom to go with the small room. I highly recommend staying at this riad. The staff were helpful and friendly and it is in a great location.",Dar_El_Kebira,Rabat
 September 2013,4,A lovely place,"A very traditional Riad with a truly authentic Moroccan feeling. Excellent, clean rooms with large baths. The massage service was also very good! The food is good, but it's pricey for what you get. I only have one minor criticism: the bread at breakfast was hard and on one morning it was even frozen in the middle. There is a shop right next door to the riad selling delicious fresh bread. Some of this in the morning would be excellent! Otherwise, thank you again for a lovely stay.",Dar_El_Kebira,Rabat
 September 2013,5,Beautiful and very friendly,We loved this place. In a very quiet and beautiful part of the Medina yet still close to Rue de Consuls shopping and the Kasbah Oudaya. Extremely friendly staff. Good food. Beautiful rooms (very different each one so choose the right one for you). Breakfast on the rooftop. Can highly recommend this place!,Dar_El_Kebira,Rabat
 August 2013,3,Great traditional ambience,"Traditional home with moroccan decor and ambience, very charming. Inside the Medina but easy to reach and in a safe and rather clean area. Staff and owner M.me Amina very kind and helpful. Room with traditional beautiful decor all but practical. A bit humid. Not suitable for business travellers with lots of things to recharge and in need of desk space . If you care more about charm than comfort it is your place.",Dar_El_Kebira,Rabat
 July 2013,5,Absolutely fantastic traditional Moroccan Riad,This is an amazing place to stay in Rabat. It is located in the medina. Cars can't drive on the roads near the hotel and it is traditional and romantic. This is a huge traditional Moroccan home that is very spacious and beautiful. Great value for your money. The suites are stunning. And there is a great rooftop terrace that offers good views. I would highly recommend staying here in Rabat.,Dar_El_Kebira,Rabat
 June 2013,5,"A beautiful, quiet haven","The Dar El Kebira, nestled on a quiet street in the heart of the medina of Rabat, provides a perfect location from which to explore that fascinating city. The building’s traditional décor is stunningly beautiful, in the rooms as well as its soaring courtyard. We stayed at the Dar el Kebira twice, and experienced both a standard room and a suite, both were lovely and capacious. The manager and other staff are professional and most helpful – even to the point of cheerfully transporting our luggage from the hotel to the nearest street that allows motorized traffic (which the medina itself does not allow) at 5:30 in the morning. The breakfasts on the rooftop terrace were abundant, varied, and flavorful. We also enjoyed a abundant, flavorful, and well presented dinner in the…",Dar_El_Kebira,Rabat
 June 2013,4,"Nice, but bring earplugs just in case!","We stayed at Riad dar el Kebira for 3 nights in the Oudayas room and we had a pleasant stay. The staff were nice (although most didn't really speak English so brush up on your French/Arabic!) and the riad itself feels quite homely. Breakfast is also quite generous. The room was really big, as was the bathroom. The curtains also totally blacked out the room, which was great. However, the room smelt a bit musty and felt like it hadn't been used in a while (but we don't know if this was actually the case!). The only issues we had were the fact that the room was on the ground floor and therefore it got quite noisy at times. This wasn't much of a problem for us as we'd brought earplugs, which we'd recommend in case you get this room. The shower also didn't have hot water once but it…",Dar_El_Kebira,Rabat
 June 2013,4,Amazing introduction to Morocco...,A perfect location in the heart of the medina just far enough inside to feel immersed but still easy enough to find. Beautiful surroundings with a traditional but luxurious feel and very accomodating and helpful staff.,Dar_El_Kebira,Rabat
 June 2013,2,Nothing special but interior,"We stayed hotel for 3 nights but what I can say definitely it is not 5 star. I am a frequent traveller and never come across a 3 start place claiming to be 5 Star. Here are negatives 1. The place is in Narrow Street of madina and one cannot carry luggage via car or taxi. If taxi drops you at wrong end of the street (as happened to us) than, be ready to search for about quarter an hour. The location being just in Madina or among souk may not be ideal for everyone. 2. No telephone in the room. As we have to patch up with our local friends to go out together but felt great difficulty in communication. They tried to call hotel number but no one picked up. Same happened to us very next day when we tried to come back to hotel and lost our way, we called but no one picked up the…",Dar_El_Kebira,Rabat
 December 2012,4,Family Travelers,"My family of 11 stayed at this riad in December 2012. We enjoyed our stay very much. The restoration of the facility was excellent and the sleeping rooms were just fine. The furnishings were charmingly old. We also had an excellent dinner, with good service, although we had difficulty in communicating in English with some of the staff. The staff was particularly good in dealing with the 5 youngest in our party (ages 7 to 13) who had just finished a long trip. The manager was most helpful and pleaseant. The local is excellent. We would all choose this riad for our next trip to Rabat.",Dar_El_Kebira,Rabat
 May 2013,1,Terrible experience,"Tops the list for management with attitude, rooms with mildew, dirty showers, and high price. It only took 5 phone calls from a local person and over an hour to get the Riad to send someone for help and direction. The rest you can imagine!!!",Dar_El_Kebira,Rabat
 May 2013,5,A great Riad in a great location -- loved it!,"My wife and stayed at Dar El Kebira in Rabat in May 2013. We LOVED it. The riad is located inside the Medina and is perfectly located for exploring the Kasbah and the souks. The restored building is beautiful, with courtyard replete with fountain, beautiful artwork, Morocco handpainted furniture, gorgeous wood doors. The room was small (European standard) but beautiful decorated. The owner and staff were wonderful, always finding ways to make your stay comfortable. Moroccan whiskey (mint tea) and sweets welcomed us upon arrival. I cannot find a single complaint. Highly recommended -- grade A in all respects. One of the two best places we stayed on our Moroccan trip, and with the location it was absolutely a delight.",Dar_El_Kebira,Rabat
 May 2013,3,Nicely restored house with a gracious hostess,"This Dar has been carefully restored, and shows great attention to period details. Some of the interiors are a bit too Berge Follies Roaring '80s for my taste, and cleaner decor could let the bones shine. Nevertheless, this is a handsome home, a fine place to stay in Rabat, well-located near the Souk and the Fort, and a stone's throw from a beach walk. The hotel is run by a great manager who truly understands how to be hospitable, and this makes the whole experience of checking in their very worthwhile indeed.",Dar_El_Kebira,Rabat
 March 2013,4,Feeling at home in the Medina,"This is a charming place to stay in Rabat. There was good communication before arrival, and a car service from the Casablanca airport was arranged (though I was charged 10 Euros more than originally communicated). My first time in Morocco, and the Riad soon felt like home. The room where we stayed the first night had a musty smell, but for the next two nights we were given a larger and nicer room for the original, lower room price. Great breakfast area with simple breakfast and great service, with a view over the old city. The surroundings and decor are beautiful. Location is excellent. Amina speaks very good English and is super helpful.",Dar_El_Kebira,Rabat
 March 2013,3,Average.,"Dar el Kebira had a service that was not too bad. The problem is that most of the staffs speak only French, so we had a hard time communicating, though the staff were kind so we ended up speaking in pictures. There seemed to be mood swings in the staff though. Sometimes they completely ignored our ""hi""s. Breakfast was good, warm bread. Towels were old and unclean. The biggest problem, and the greatest thing we didn’t like about, is that our rooms were extremely small. We stayed in a deluxe room, the duplex orangers, which had an area of 24 meters squared. We have agreed to stay after we looked at the size of the room, and we understand that there were three other rooms of the same size. However the three others had one, flat, 24m2 room, while our room had a bedroom on top of the…",Dar_El_Kebira,Rabat
 March 2013,4,Excellent riad and location,"Arrived to a warm welcome by manageress Amina. Stayed in the Orangers room, great character, bed situated up on a mezzanine. Simple but good breakfast served by charming staff. Amina was extremely helpful with directions and recommendations for restaurants, shops, etc. There are several signs to the riad which is just a short way into the medina off Rue des Consuls. Thoroughly enjoyed our stay and would recommend.",Dar_El_Kebira,Rabat
 February 2013,5,Great First Nights in Morocco,"What a wonderful welcome after our long journey. Before we got to ""business"" we were greeted with Moroccan hospitality- sitting in an amazing courtyard and enjoying tea and sweets. The riad arranged for a transfer which was convenient as the driver took us as close to the riad as possible and then another person transferred us and our baggage through the streets of the Medina right to the door. A good thing- you don't want to get lost as your first experience but once you get your bearings the riad is easy to get back to. Everyone made us feel welcome and comfortable and the rooms were fine. Note that most all riads are similar in that the windows open up on the inside towards the courtyard and this means that the lower rooms can be a bit dark. Otherwise, we really…",Dar_El_Kebira,Rabat
 December 2012,5,OUTSTANDING SERVICES,"Very nice view from our window, perfect service from Amina, the decor was amazing. The food was excellent! We recommend it! This is the perfect settlement for a well erned vacation.The location couldn't be better, the hotel looks new, spotless, comfortable and has everything that is required from a high quality hotel (I should also mention the excellent breakfast) and the tea. But what makes this by far the best hotel in town is the staff. They will always welcome you with a genuine smile and their warmth makes you feel actually welcome and that they are happy that you are staying at their home, they are people you wish you could be friends with. If you accept one piece of advice, Darelkebira is -by far- your best choice in the area.",Dar_El_Kebira,Rabat
 February 2013,4,Moroccan gem,"Dar El Kebira is a charming old guest house right in the heart of the Medina of Rabat. Traditional Moroccan architecture and exotic interior. The staff is wonderful, the food is delicious and the rooms are beautiful. It is a true haven of tranquility after a hard day's work.",Dar_El_Kebira,Rabat
 February 2013,4,Enjoyable place.,"This is a small hotel in the middle of the Medina, definitely a place four couples and family. Very beautiful interior and exotic architecture. The service is very nice and professional. I loved to be there, but next time I want to be on leisure with someone special with whom I could share this beautiful experience.",Dar_El_Kebira,Rabat
 December 2012,4,Beautiful,"Although we got a bit lost through the Medina, once we walked through the door we felt we had found a part of heaven. Amina and her staff were wonderful and so very helpful. The room was great and even had a little seating area for us to enjoy our fruit and dates. The place was clean and the Riad itself is beautiful. It was such a fantastic intro to Morocco for us. It is very close to the old Kasbah and the souks. Both breakfast and dinner were great.",Dar_El_Kebira,Rabat
 December 2012,5,Exotic Charm,"Truly charming hotel in the old city and a short walk to the Mediterranean Sea. Good food, friendly staff and Moroccan decor. Great location for walking, to the beach, historical buildings and the Medina filled with local color. You will not be disappointed.",Dar_El_Kebira,Rabat
 October 2012,4,"a beautiful riad, good location if you like to stay in old city","We stayed at this beautifully riad for 1 night in October 2012. We had a room on the second floor (the only one without glass door). This room has two levels, when you enter the room there is a small living area with a single bed in front of you (this bed can be functioned as sofa), on the right is the entrance to the bathroom, which was not big but had sufficient space, water was hot and strong. On this level, there is a build-in mud table on the left side of bed and a closet beside it (see my pictures). There are deep steps leading to the second floor, where is the bedroom. It had a big firm bed, nightstands, lamps, TV and a small table ect. It has an open space so you can look down to the first floor (see my picture). WiFi was free and had good reception. The room had pretty…",Dar_El_Kebira,Rabat
 October 2012,5,CoZy,"Our trip start on 10/6/12 thru 10/15/12 and this riad was our first one.It was a very good start.Clean, friendly staff and beautiful in each corner.We had dinner here, delicious meal, with a very cozy enviroment and breakfast on the top of the roof.The mint tea and the orange juice in the morning were a ""must"".Very charming, quiet and elegant place.We loved everything.With the guide was easy to reach the Riad El Kebira but without it is trick because the Medina has small and narrow streets.We cannot thank enough the manager and all staff for the great service.Outside the Riad you find a street for shopping and because it is Rabat, the capital,it tends to be more expensive but very great merchandises. We high recommend this Riad and enjoy your trip. Marcia, Rosi & Pedro from…",Dar_El_Kebira,Rabat
 September 2012,5,A gem in the medina,"When in Rabat, don't miss the opportunity to stay in the medina in a charming, authentic, intimate dar. Rooms surround a center courtyard and are decorated in Moroccan style. Breakfast is served on the roof top terrace overlooking Rabat. The staff is attentive and friendly.",Dar_El_Kebira,Rabat
 September 2012,1,Over priced Museum.,"We stayed at this Riad from 20th to 24th September and this was the worst place we stayed at in Morocco. We were show to our room on the ground floor in the main Riad area without any natural light except borrowed light from the central court yard that was more like a lounge area. The room was small, very musty and old fashioned. We did know what to expect from a Riad but this was unacceptable, we asked for a transfer to a better room and so went to a room on the first floor this was like being in a museum and the smell wasn't any better. The cost was 139 Euro per night 1660 Dirham when I asked the exchange rate used I was told the rate didn't matter. Breakfast was disappointing and when we complained we were given two pieces of bread, two glasses of orange juice and a few more…",Dar_El_Kebira,Rabat
 August 2012,5,Thoroughly Enjoyable,"Whilst Riads can be hard to find without your guide they are amazing once you set foot in them. We were met by the owner who offered Moroccan tea and biscuits, our guide sorted out the formalities. We were then shown to our room, wonderful. We had dinner there, delightful. Breakfast was on the roof terrace. Nothing was too much trouble.",Dar_El_Kebira,Rabat
 July 2012,1,Totally Fraud Riad Dar el Kebira,"I visited Morocco Rabat on July 8, 2012. I was their with my 2 daughters to attend Youth Cultural Festival 2012 in sale. My Morocco travelling plan was booked through American Express Travel Services Islamabad Pakistan. I instruct my agent to book 5 Star hotel with all 5 Star facilities for 10 Nights in Rabat Morocco. I paid for this Riad US $ 256 P/Night total US $ 2560 for 10 Nights for 1 Standrad Double + Extra Bed. Before arriving to this hotel me and my 2 daughters were quite happy that as we will reach to our hotel and we will take a good relaxing quality time relax in our booked 5 Star hotel. First it was very difficult to locate this hotel. When we contacted them they asked us to park our car on the main road and our representative will be their. We waited for 15…",Dar_El_Kebira,Rabat
 April 2012,5,Lovely,"Riad Dar el Kebira is a very beautiful Riad just steps away from the medina of Rabat. Our rooms were comfortable and interesting - there was a plate of fruit and dates awaiting us in our rooms. The bathroom was small but the tub was large and luxurious. (The decorative cut out around the door to the bathroom could be eliminated though, as I kept bumping into it.) The staff was available to assist in getting us some small bills for shopping, giving us directions and managed to find a 2nd bottle of a lovely rose wine to have with our meal. Breakfast on the patio was also delicious and filling. I would highly recommend a stay here.",Dar_El_Kebira,Rabat
 May 2012,4,Genuine!,Very nice and quiet boutique hotel with traditinal room and food. Very friendly team and great place for a relaxed vacation. Enjoy Bfast on the top patio and the Moroccan Hammam.,Dar_El_Kebira,Rabat
 April 2012,4,Over priced,"We stayed in this riad for 2 nights. Our room was beautiful - very spacious and we felt like we were Moroccan royalty! The room was expensive but as it is in the capital city not really surprising. The staff were friendly but not as personable or attentive as the staff on other riads we stayed in during our tour of Morocco. The main issue we had was the price and quality of the food. We had dinner the first night we arrived and the portions were tiny and we left still feeling hungry. They also didn't have the dessert we wanted and instead gave us the yoghurt used for breakfast with no reduction in the price, so felt the 280 dirhams per person completely unjustified. The breakfasts are ok, no variety - it was basically just bread and lukewarm coffee. The riad itself is ok, the…",Dar_El_Kebira,Rabat
 March 2012,5,"Nice, quiet, relaxing Riad","Spent a week here in the middle of March while working in Rabat. Stayed in the Pinede suite which was terrific. My co-worker stayed in the Souissi suite, The breakfast on the roof top patio was wonderful. The service was very accomodating but not over the top which was the way I like it. It was so quiet in the Riad that if there was a noise it was surprising. The Souissi suite has windows which face the street and apparently you can hear the call to prayers at 5:30 am but I heard nothing in the Pinede suite. The only minor complaint I have was that the claw foot tub was a little difficult to get into and out of if you don;t have long legs and a stool might make things a little easier. As an FYI, if you do stay here they can srrange to have a taxi meet you at Rabat…",Dar_El_Kebira,Rabat
 March 2012,5,A beautiful Dar,Beautiful restored Dar with traditional rooms (don't expect large rooms - just enough room to squeeze either side of the bed) and very clean. As we arrived tired and late we ate there - very expensive for what we got. In fact the most expensive for food of all the places we stayed in during 8 days in Morocco.But couldn't fault the staff or the place. Would stay there again and highly recommend it.,Dar_El_Kebira,Rabat
 January 2012,4,Lovely Riad,Welcomed with mint tea .. lovely place .. gorgeous bathroom .. nice location in the medina with a great leather shop nearby which should definitely be checked out!! Couldn't connect on the internet though. We were only there for one night.,Dar_El_Kebira,Rabat
 March 2012,5,Excellent Riad,"Beautiful traditional rooms, great staff and convenient location. Strongly recommended",Dar_El_Kebira,Rabat
 February 2012,5,Hidden beauty in the Medina of Rabat,"Hidden in the center of the Medina of Rabat we found a jewel: Fantastic warm atmosphere, typical morrocan style designed with love for the detail, very friendly and supportive service team. Breakfast is served on the roof top of the hotel with a nice view over the roofs of the old medina of Rabat. Dinner is served in the small restaurant on the first floor, the open fire place and the typical morrocan style decoration creates a warm atmosphere, good food and wines. Overall a really excellent and unforgettable experience! Many thanks! Christoph & Maria",Dar_El_Kebira,Rabat
 January 2012,4,A dreamy respite,"This is a wonderful place to stay -- in the medina but not so deep in that you can't dash out for a taxi, and a short walk from the water and the Oudaya Casbah. I recently spent four nights there on my own and found the staff welcoming and super helpful but not suffocating. Breakfast was fresh, delicious and way more than I could eat. Beyond all the ornate touches you expect in a high-end riad, the room featured comforts like an immense tub, luxurious towels and robe. They've really got their act together here; aside from being breathtakingly beautiful the place just functions really well; I will go back, definitely.",Dar_El_Kebira,Rabat
 March 2011,5,Beautiful stay,"arriving at Dar El Kebira we immediately felt overwelmed by the beauty and the warmth of the place. A great window through moroccan culture for my visiting friends from texas. I, myself, though from morocco, felt amazed by the authenticity of the ryad. the service was personalized and thorough.The suites were spacious and very intimate. actually, the whole place was very intimate. We enjoyed the food very much, as a connoisseur of moroccan cuisine i can tell you that the tagines and the moroccan cuisine in general, are perfectly represented. I highly recommend the place to anyone looking to enjoy a beautiful moroccan experience....",Dar_El_Kebira,Rabat
 February 2012,5,Fabulous luxury,"Takes your breath away! From the tales of 1001 nights! In the heart of the old town,perfect location for shopping in the souk and seeing the main sights in Rabat. Excellent service, personal attention to your every need.",Dar_El_Kebira,Rabat
 September 2011,2,Bad experience,"Not a luxury riad but an overstuffed old place. The lobby remodeling, the food and the mint tea were good. The bedrooms are ridiculously small, no TV, no internet, no safe, no fresh air. Manager Amina ""misplaced"" one of our passports and she was very defensive and confrontational (it ""reappeared"" in a different passenger's luggage side pocket days later), making the rest of our trip in Morocco an odyssey.",Dar_El_Kebira,Rabat
 November 2011,5,Gorgeous stop in Rabat,"We spent the first night of our Honeymoon here and this hotel did not disappoint. It is everything we would expect of a Riyad... And it was just the right size. The staff went out of their way to please. The tajines for dinner were delicious, but a little too expensive. Overall I would recommend for anyone looking for a little luxury in Rabat.",Dar_El_Kebira,Rabat
 November 2011,5,Great!,Amazing! And so nice! Really! I can't say this enough! Thank you!,Dar_El_Kebira,Rabat
 November 2011,4,Fantastic,"The inside is a calm, organized, friendly place. Employees will take care of u and will not disturb u in case u want to be left alone. The rooms let u sleep like a baby, fresh to go to work in the morning. Inside the medina, and if you're sick of fancy hotels but still want to be in a confortable place. This is it!",Dar_El_Kebira,Rabat
 October 2011,4,Most convenient to the Medina !,Beautifully furnished Riad in the Medina on a street off the Rue de Consuls. Lovely interiors & bedroom. The Manager Amina was most agreeable & kind. She told us about a marvelous restaurant on the ocean called Restaurant la place that was wonderful !!!!! Right off the main street in the Mediana for the souks & shopping. We really enjoyed our stay. Thanks so much.,Dar_El_Kebira,Rabat
 July 2011,5,Great Friendly Location!,"What an awesome place! In the heart of the Medina, the location couldn't be better. You get a real taste of Rabat Morocco! Close to the beach, the Medina Markets, and great food! The Hotel also has great food as well. We ended up staying in 3 different rooms here! the first one was nice on the first floor but my girlfriend has allergies and the staff (which was amazing and really friendly the whole stay!) moved us up to the second floor Suite for just a little more money. The Suite was amazing and had 5 windows to get some fresh air! I would recommend staying on the second floor myself. We stayed 5 nights and the last night there was a wedding (which in morocco is quite an event and loud that lasts until 7am) and the amazing staff moved us to a quieter Room on the same…",Dar_El_Kebira,Rabat
 April 2011,5,A perfectly situated riad with 5* hotel service,"This splendid riad is situated just off the main route through the medina and is close to the new promenade area and kasbah. The service is outstanding and the imaginatively and Arabian nights inspired rooms have all the amenities normally only found in high class hotels such as house shoes and toweling robes. Given the age and shape of the building, naturally some rooms are bigger than others, but all are well designed and have great decor and furniture. Some bathrooms only have a shower which is not a problem for most, but worth mentioning when booking if it is. There is a great roof terrace for breakfast, drinks or sunbathing and the food in the small but lovely restaurant is excellent. Overall a really great place to stay in Rabat - brilliantly situated, an authentic riad…",Dar_El_Kebira,Rabat
 April 2011,3,A Night without fresh air!!!!!,Good location!! Hotel is like a museum and overstuffed!!! There is no direct fresh air coming to the rooms since they sealed the access to fresh air!! The rooms are smelly and claustrophic!!!,Dar_El_Kebira,Rabat
 February 2011,5,The most beautiful hotel and experience to date...!,"Having chosen the 'old' city in Rabat, I was looking for a true Moroccan experience. Dar El Kebira offered the charm and beauty of this culture with all modern conveniences of the Western world. Imagine this: carved wooden doors, Moroccan tiles, fireplaces, spices, jewels, lights of brass and candles reflect a sensuous, seductive peaceful environment. I had trouble leaving the hotel and I will definitely plan another vacation there. The staff was always available, discreet and no request was denied. The dining room and cuisine were wonderful. The terrace 'au soleil' for breakfast or drinks...Request the Hammam and try a hot steam and a true Moroccan spa. All stars possible. Elynn, Palm Beach, Florida",Dar_El_Kebira,Rabat
 February 2011,5,magical,"This is my third time visiting the wonderful country of Morocco and the first time staying at a Riad the beautiful Dar El Kebira is a wonderful place to stay it feels like you are staying in a palace the smallest details in the decoration and the comfort is meet along with the people that work there they always greeting you with a smile and want to make sure that all your expectections are meet. The food is extrardinary and I also recommend getting a hammam for the conmfort of its privacy, the breathtaking view from the terrace is amazing to catch the sunset with friends and ofcourse to have some Moroccon Tea. My staying was a truely magical experience:",Dar_El_Kebira,Rabat
 February 2011,5,Absolutely gorgeous,"This is an absolutely gorgeous, gracious and amazing place to stay in Rabat. This was my first trip to Morocco, traveling with friends from Texas and we were lucky enough to stay at Dar El Kebira. I had such a wonderful and magical stay here from the first moment that we were welcomed. The building is amazing and the decor takes you into another world of beauty that you usually only see in museums. The food was delicous and the staff was wonderful. DInner in the main dining area, breakfast in the rooftop terrace, spa services, everything surrounded by luxury. And to top everything off, a staff that was so helpful and gracious. I will recommend Dar El Kebira to anyone and everyone, a lodging expierience like no other.",Dar_El_Kebira,Rabat
 January 2011,5,The dar El Kariba was a perfect place to spend our first night in Morocco and set the tone for entire visit.,"Arriving from Casablanca after a long flight from Atlanta we were warmly welcomed to the beautifully decorated dar and taken to the roof terrace where surrounded by minarets the evening call to prayer echoed over the city . Supper served in front of a fire on the main level began with a delicious bowl oft harira followed by a beef tagine and ending with a luscious fresh fruit dessert of diced apples with a circle of fresh strawberries and pomegranate seeds in the middle accompanied by a bottle of Moroccan wine. The dar is interesting and comfortable, the staff warm and helpful and the food, delicious. It is located in the medina very close to the main shopping street.",Dar_El_Kebira,Rabat
 December 2010,4,hospitality and good service for a 3 day business trip,"Thank you for making our stay so lovely. For business travelers coming from Dubai, we were really impressed to have all the benefits of a big hotel in such a charming riad in the heart of old medina.",Dar_El_Kebira,Rabat
 July 2010,4,Etonnant- Amazing,I spent 2 lovely days in this Riad that was just terrific and affordable. I have to say that the dinner on the roof in the Middle of Rabat's Medina was just amazing. The breakfast and the room service in the room was unexpected and we trueky enjoyes our short stay..,Dar_El_Kebira,Rabat
 December 2010,5,An excellent and very interesting experience,"We as a group of Bosnians being on a business trip had a very pleasant stay in this hotel. It was real pleasure to experience traditional Moroccan atmosphere and enjoy in a traditional Moroccan food. The management of the hotel, as well as the whole staff, were enormously hospitable making us to feel being at home. We recommend it to wholeheartedly to everybogy going to Rabat.",Dar_El_Kebira,Rabat
 November 2010,3,"Business travelers, read this!","I have a bit of a dilemma here. The staff seem to be really nice folks, and I hate to say something negative about their hotel, but I do feel I need to warn other business travelers. My company has a project in Morocco and we're still looking for that perfect hotel that's decent and not too expensive (we'll need to spend many weeks there until the end of the project). So of course we checked TripAdvisor, and Dar El Kebira showed up as the city's #2 hotel *for business* (it still does as I write this). For people who don't know what a ""riad"" is (like we didn't), this can be totally misleading. Let me highlight the things that a good business hotel has and Dar El Kebira (and probably any other riad) doesn't have: - access to a main road (the hotel is in the medina - which is a…",Dar_El_Kebira,Rabat
 November 2010,4,Good choice,"In general we discovered that Rabat is underestimated by the guide books. Beautiful, none touristy and international city! Dar el kerbina is a good base to explore the main attractions in the city and very close to the kasba and souks. Clean rooms and good service with a reasonable value for money and lots of antique furniture of different periods. Fluent English speaking owner and manager.",Dar_El_Kebira,Rabat
 November 2010,5,Ideal Riad in Ribat,"It's hard to find anything to improve at this gorgeous riad ideally located in Rabat. Rooms are beautifully decorated (no light enters in morning if you like sleeping late!), rooftop terrace is fantastic for breakfast or for lying out in the sun, service and friendliness of staff is top notch, and you are perfectly located in the medina near restaurants, the market, antique and rug stores, etc. Very relaxing and top quality place. Rabat is a good city to walk around in and it's ideal for a 48-hr city trip. Would be criminal to go to a big charmless hotel when you have options like this with infinitely more charm and style.",Dar_El_Kebira,Rabat
